Symbol,Description                                   ,Stock Exchange
DRWI,Dragonwave Inc,NASDAQ
DRWIW,Dragonwave Inc,NASDAQ
DRYS,Dryships Inc,NASDAQ
DSCI,Derma Sciences,NASDAQ
DSCO,Discovery Laboratories,NASDAQ
DSGX,The Descartes Systems Group Inc,NASDAQ
DSKX,Ds Healthcare Group Inc,NASDAQ
DSKY,Idreamsky Technology Ltd,NASDAQ
DSLV,3X Inverse Silver ETN Velocityshares,NASDAQ
DSPG,DSP Group,NASDAQ
DSWL,Deswell Industries,NASDAQ
DTLK,Datalink Corp,NASDAQ
DTSI,DTS Inc,NASDAQ
DTUS,US Trsy 2-Year Bear ETN Ipath,NASDAQ
DTV,Directv,NASDAQ
DTYL,US Trsy 10-Year Bull ETN Ipath,NASDAQ
DTYS,US Trsy 10-Year Bear ETN Ipath,NASDAQ
DVAX,Dynavax Technologies Corp,NASDAQ
DVCR,Diversicare Healthcare Services Inc,NASDAQ
DWA,Dreamworks Animation Skg,NASDAQ
DWAT,Arrow DWA Tactical ETF,NASDAQ
DWCH,Datawatch Corp,NASDAQ
DWSN,Dawson Geophysical Company,NASDAQ
DXCM,Dexcom Inc,NASDAQ
DXGE,Wisdomtree Germany Hedged Equity,NASDAQ
DXJS,Wisdomtree Japan Hedged Smallcap,NASDAQ
DXKW,Wisdomtree Korea Hedged Equity,NASDAQ
DXLG,Casual Male Retail Group,NASDAQ
DXM,Dex Media Inc,NASDAQ
DXPE,Dxp Enterprises,NASDAQ
DXPS,Wisdomtree United Kingdom Hedge,NASDAQ
DXYN,The Dixie Group,NASDAQ
DYAX,Dyax Corp,NASDAQ
DYNT,Dynatronics Corp,NASDAQ
DYSL,Dynasil Corporation of America,NASDAQ
EA,Electronic Arts Inc,NASDAQ
EAC,Erickson Air-Crane Incorporated,NASDAQ
EARS,Auris Medical Holding Ag,NASDAQ
EBAY,Ebay Inc,NASDAQ
EBIO,Eleven Biotherapeutics Inc.,NASDAQ
EBIX,Ebix Inc,NASDAQ
EBMT,Eagle Bancorp Montana,NASDAQ
EBSB,Meridian Interstate Bancorp,NASDAQ
EBTC,Enterprise Bancorp Inc,NASDAQ
ECHO,Echo Global Logistics,NASDAQ
ECOL,US Ecology,NASDAQ
ECPG,Encore Capital Group Inc,NASDAQ
ECTE,Echo Therapeutics,NASDAQ
ECYT,Endocyte Inc,NASDAQ
EDAP,Edap Tms S.A.,NASDAQ
EDGW,Edgewater Technology,NASDAQ
EDS,Exceed Company Ltd,NASDAQ
EDUC,Educational Development Corp,NASDAQ
EEFT,Euronet Worldwide,NASDAQ
EEI,Ecology and Environment,NASDAQ
EEMA,Emrg Mkts Asia MSCI Ishares,NASDAQ
EEME,Emrg Mkts EMEA MSCI Ishares,NASDAQ
EEML,Emrg Mkts Latin Amer MSCI Ishares,NASDAQ
EFII,Electronics For Imaging,NASDAQ
EFOI,Energy Focus,NASDAQ
EFSC,Enterprise Financial Services Corp,NASDAQ
EFUT,Efuture Information Technology Inc,NASDAQ
EGAN,Egain Comm Corp,NASDAQ
EGBN,Eagle Bancorp,NASDAQ
EGHT,8X8 Inc,NASDAQ
EGLE,Eagle Bulk Shipping Inc,NASDAQ
EGLT,Egalet Corp,NASDAQ
EGOV,Nic Inc,NASDAQ
EGRW,Emrg Mkts Growth MSCI Ishares,NASDAQ
EGRX,Eagle Pharmaceuticals Inc.,NASDAQ
EGT,Entertainment Gaming Asia Inc,NASDAQ
EHTH,Ehealth Inc,NASDAQ
EIGI,Endurance International Group H,NASDAQ
ELGX,Endologix Inc,NASDAQ
ELNK,Earthlink Inc,NASDAQ
ELON,Echelon Corp,NASDAQ
ELOS,Syneron Medical Ltd,NASDAQ
ELRC,Electro Rent Corp,NASDAQ
ELSE,Electro-Sensors,NASDAQ
ELTK,Eltek Ltd,NASDAQ
EMCB,Emrg Mkts Corporate Bond ETF Wisdomtree,NASDAQ
EMCF,Emclaire Financial Corp,NASDAQ
EMCG,Wisdomtree Emerging Markets Con,NASDAQ
EMCI,EMC Insurance Group,NASDAQ
EMDI,Emrg Mkts Cons Disc MSCI Ishares,NASDAQ
EMEY,Emrg Mkts Energy Sector Capped MSCI Ishares,NASDAQ
EMIF,S&P Emrg Mkts Infrastructure Ishares,NASDAQ
EMITF,Elbit Imaging Ltd,NASDAQ
EMKR,Emcore Corp,NASDAQ
EML,Eastern Company,NASDAQ
EMMS,Emmis Communications Corp,NASDAQ
EMMSP,Emmis Communications Corp,NASDAQ
ENDP,Endo Pharmaceuticals Holdings Inc,NASDAQ
ENFC,Entegra Financial Corp.,NASDAQ
ENG,Englobal Corp,NASDAQ
ENOC,Enernoc Inc,NASDAQ
ENPH,Enphase Energy Inc,NASDAQ
ENSG,The Ensign Group,NASDAQ
ENT,Global Eagle Entertainment Inc,NASDAQ
ENTA,Enanta Pharmaceuticals Inc,NASDAQ
ENTG,Entegris Inc,NASDAQ
ENTL,Entellus Medical Inc,NASDAQ
ENTR,Entropic Communications,NASDAQ
ENVI,Envivio Inc,NASDAQ
ENZN,Enzon Pharmaceuticals,NASDAQ
ENZY,Enzymotec Ltd,NASDAQ
EOPN,E2Open Inc,NASDAQ
EPAX,Ambassadors Group,NASDAQ
EPAY,Bottomline Technologies,NASDAQ
EPIQ,Epiq Systems,NASDAQ
EPRS,Epirus Biopharmaceuticals Inc.,NASDAQ
EPZM,Epizyme Inc,NASDAQ
EQIX,Equinix Inc,NASDAQ
ERI,Eldorado Resorts Inc.,NASDAQ
ERIC,Lm Ericsson Telephone Company,NASDAQ
ERIE,Erie Indemnity Company,NASDAQ
ERII,Energy Recovery,NASDAQ
EROC,Eagle Rock Energy Partners L.P.,NASDAQ
ERS,Empire Res Inc,NASDAQ
ERW,Velocityshares Equal Risk Weigh,NASDAQ
ESBK,Elmira Savings Bank Fsb,NASDAQ
ESCA,Escalade Inc,NASDAQ
ESCR,Escalera Resources Co.,NASDAQ
ESCRP,Escalera Resources Co.,NASDAQ
ESEA,Euroseas Ltd,NASDAQ
ESES,Eco-Stim Energy Solutions Inc.,NASDAQ
ESGR,Enstar Group Limited,NASDAQ
ESIO,Electro Scientific Industries,NASDAQ
ESLT,Elbit Systems Ltd,NASDAQ
ESMC,Escalon Medical,NASDAQ
ESPR,Esperion Therapeutics Inc,NASDAQ
ESRX,Express Scripts,NASDAQ
ESSA,Essa Bancorp,NASDAQ
ESSX,Essex Rental Corp,NASDAQ
ESXB,Community Bankers Trust Corp,NASDAQ
ETFC,E*Trade Financial Corp,NASDAQ
ETRM,Enteromedics Inc,NASDAQ
EUFN,Europe Financials Index MSCI Ishares,NASDAQ
EVAL,Emrg Mkts Value MSCI Ishares,NASDAQ
EVAR,Lombard Medical Inc.,NASDAQ
EVBS,Eastern Virginia Bankshares,NASDAQ
EVEP,Ev Energy Partners L.P.,NASDAQ
EVK,Ever-Glory International Group,NASDAQ
EVLV,Evine Live Inc.,NASDAQ
EVOK,Evoke Pharma Inc,NASDAQ
EVOL,Evolving Systems,NASDAQ
EVRY,Everyware Global Inc,NASDAQ
EWBC,East West Bancorp,NASDAQ
EXA,Exa Corp,NASDAQ
EXAC,Exactech Inc,NASDAQ
EXAS,Exact Sciences Corp,NASDAQ
EXEL,Exelixis Inc,NASDAQ
EXFO,Exfo Inc,NASDAQ
EXLP,Exterran Partners L.P.,NASDAQ
EXLS,Exlservice Holdings,NASDAQ
EXPD,Expeditors International of Washington,NASDAQ
EXPE,Expedia Inc,NASDAQ
EXPO,Exponent Inc,NASDAQ
EXTR,Extreme Networks,NASDAQ
EXXI,Energy Xxi [Bermuda] Limited,NASDAQ
EYES,Second Sight Medical Products,NASDAQ
EZCH,Ezchip Semiconductor Limited,NASDAQ
EZPW,Ezcorp Inc,NASDAQ
FALC,Falconstor Software,NASDAQ
FANG,Diamondback Energy Inc,NASDAQ
FARM,Farmer Brothers Company,NASDAQ
FARO,Faro Technologies,NASDAQ
FAST,Fastenal Company,NASDAQ
FATE,Fate Therapeutics Inc,NASDAQ
FB,Facebook Inc,NASDAQ
FBIZ,First Business Financial Services,NASDAQ
FBMS,The First Bancshares,NASDAQ
FBNC,First Bancorp,NASDAQ
FBNK,First Connecticut Bancorp Inc,NASDAQ
FBRC,Fbr & Co,NASDAQ
FBSS,Fauquier Bankshares,NASDAQ
FCAP,First Capital,NASDAQ
FCBC,First Community Bancshares,NASDAQ
FCCO,First Community Corp,NASDAQ
FCCY,1St Constitution Bancorp [Nj],NASDAQ
FCEL,Fuelcell Energy,NASDAQ
FCFS,First Cash Financial Services,NASDAQ
FCHI,FTSE China [Hk Listed] Index Ishares,NASDAQ
FCLF,First Clover Leaf Financial,NASDAQ
FCNCA,First Citizens Bancshares,NASDAQ
FCS,Fairchild Semiconductor International,NASDAQ
FCSC,Fibrocell Science,NASDAQ
FCTY,1St Century Bancshares Inc,NASDAQ
FCVA,First Capital Bancorp Inc. [Va],NASDAQ
FCZA,First Citizens Banc,NASDAQ
FCZAP,First Citizens Banc Corp.,NASDAQ
FDEF,First Defiance Financial,NASDAQ
FDIV,First Trust Strategic Income Et,NASDAQ
FDML,Federal-Mogul Corp,NASDAQ
FDUS,Fidus Investment Corp,NASDAQ
FEIC,Fei Company,NASDAQ
FEIM,Frequency Electronics,NASDAQ
FELE,Franklin Electric Co.,NASDAQ
FEMB,First Trust Emerging Markets Lo,NASDAQ
FES,Forbes Energy Svcs,NASDAQ
FEUZ,First Trust Eurozone Alphadex E,NASDAQ
FEYE,Fireeye Inc,NASDAQ
FFBC,First Financial Bancorp,NASDAQ
FFBCW,First Financial Bancorp,NASDAQ
FFHL,Fuwei Films Co.,NASDAQ
FFIC,Flushing Financial Corp,NASDAQ
FFIN,First Financial Bankshares,NASDAQ
FFIV,F5 Networks,NASDAQ
FFKT,Farmers Capital Bank Corp,NASDAQ
FFNM,First Federal of Northern Michigan Bancorp,NASDAQ
FFNW,First Financial Northwest,NASDAQ
FFWM,First Foundation Inc.,NASDAQ
FGEN,Fibrogen Inc,NASDAQ
FHCO,Female Health Company,NASDAQ
FIBK,First Interstate Bancsystem,NASDAQ
FINL,The Finish Line,NASDAQ
FISH,Marlin Midstream Partners LP,NASDAQ
FISI,Financial Institutions,NASDAQ
FISV,Fiserv Inc,NASDAQ
FITB,Fifth Third Bancorp,NASDAQ
FITBI,Fifth Third Bancorp,NASDAQ
FIVE,Five Below Inc,NASDAQ
FIVN,Five9 Inc.,NASDAQ
FIZZ,National Beverage,NASDAQ
FLAT,US Trsy Flattener ETN Ipath,NASDAQ
FLDM,Fluidigm Corp,NASDAQ
FLEX,Flextronics International Ltd,NASDAQ
FLIC,The First of Long Island Corp,NASDAQ
FLIR,Flir Systems,NASDAQ
FLKS,Flex Pharma Inc.,NASDAQ
FLL,Full House Resorts,NASDAQ
FLML,Flamel Technologies S.A.,NASDAQ
FLWS,1-800 Flowers.Com,NASDAQ
FLXN,Flexion Therapeutics Inc,NASDAQ
FLXS,Flexsteel Industries,NASDAQ
FMB,First Trust Managed Municipal E,NASDAQ
FMBH,First Mid Ill Bancshares Inc,NASDAQ
FMBI,First Midwest Bancorp,NASDAQ
FMER,Firstmerit Corp,NASDAQ
FMI,Foundation Medicine Inc,NASDAQ
FMNB,Farmers Natl Banc Corp Oh,NASDAQ
FNBC,First Nbc Bank Holding Company,NASDAQ
FNFG,First Niagara Financial Group Inc,NASDAQ
FNGN,Financial Engines,NASDAQ
FNHC,Federated National Holding Company,NASDAQ
FNJN,Finjan Holdings Inc.,NASDAQ
FNLC,First Bancorp Inc [Me],NASDAQ
FNRG,Forcefield Energy Inc,NASDAQ
FNSR,Finisar Corp,NASDAQ
FNWB,First Northwest Bancorp,NASDAQ
FOLD,Amicus Therapeutics,NASDAQ
FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ
FONE,Nasdaq Cea Smartphone First Trust,NASDAQ
FONR,Fonar Corp,NASDAQ
FORD,Forward Industries,NASDAQ
FORM,Formfactor,NASDAQ
FORR,Forrester Research,NASDAQ
FORTY,Formula Systems Ltd,NASDAQ
FOSL,Fossil Inc,NASDAQ
FOX,21St Century Fox Class B,NASDAQ
FOXA,21St Century Fox Class A,NASDAQ
FOXF,Fox Factory Holding Corp,NASDAQ
FPRX,Five Prime Therapeutics Inc,NASDAQ
FPXI,First Trust International Ipo E,NASDAQ
FRAN,Francesca's Holdings Corporatio,NASDAQ
FRBA,First Bank [Nj],NASDAQ
FRBK,Republic First Bancorp,NASDAQ
FRED,Fred's Inc,NASDAQ
FREE,Freeseas Inc,NASDAQ
FRGI,Fiesta Restaurant Group Inc,NASDAQ
FRME,First Merchants Corp,NASDAQ
FRP,Fairpoint Communications,NASDAQ
FRPH,Frp Holdings Inc.,NASDAQ
FRPT,Freshpet Inc.,NASDAQ
FRSH,Papa Murphys Holdings Inc.,NASDAQ
FSAM,Fifth Street Asset Management I,NASDAQ
FSBK,First South Bancorp Inc,NASDAQ
FSBW,FS Bancorp Inc,NASDAQ
FSC,Fifth Street Finance Corp,NASDAQ
FSCFL,Fifth Street Finance Corp,NASDAQ
FSFG,First Savings Financial Group,NASDAQ
FSFR,Fifth Street Senior Floating Ra,NASDAQ
FSGI,First Security Group,NASDAQ
FSLR,First Solar,NASDAQ
FSNN,Fusion Telecom Intl,NASDAQ
FSRV,Firstservice Corp,NASDAQ
FSTR,L.B. Foster Company,NASDAQ
FSYS,Fuel Systems Solutions,NASDAQ
FTCS,Strategic Value Index First Trust,NASDAQ
FTD,Ftd Companies Inc,NASDAQ
FTEK,Fuel Tech,NASDAQ
FTGC,First Trust Global Tact Commodity Strategy,NASDAQ
FTHI,First Trust High Income ETF,NASDAQ
FTLB,First Trust Low Beta Income ETF,NASDAQ
FTNT,Fortinet Inc,NASDAQ
FTR,Frontier Communications Corp,NASDAQ
FTSL,First Trust Senior Loan Fund Et,NASDAQ
FTSM,First Trust Enhanced Short Matu,NASDAQ
FUEL,Rocket Fuel Inc.,NASDAQ
FULL,Full Circle Capital Corp,NASDAQ
FULLL,Full Circle Capital Corp,NASDAQ
FULT,Fulton Financial Corp,NASDAQ
FUNC,First United Corp,NASDAQ
FUND,Royce Focus Trust,NASDAQ
FV,First Trust Dorsey Wright Focus,NASDAQ
FWM,Fairway Group Holdings Corp,NASDAQ
FWP,Forward Pharma A/S,NASDAQ
FWRD,Forward Air Corp,NASDAQ
FXCB,Fox Chase Bancorp,NASDAQ
FXEN,FX Energy,NASDAQ
FXENP,FX Energy Inc.,NASDAQ
GABC,German American Bancorp,NASDAQ
GAI,Global-Tech Advanced Innovations Inc,NASDAQ
GAIA,Gaiam Inc,NASDAQ
GAIN,Gladstone Investment Corp,NASDAQ
GAINO,Gladstone Invt Corp,NASDAQ
GAINP,Gladstone Investment Corporatio,NASDAQ
GALE,Galena Biopharma,NASDAQ
GALT,Galectin Therapeutics Inc,NASDAQ
GALTU,Galectin Therapeutics Inc,NASDAQ
GALTW,Galectin Therapeutics Inc,NASDAQ
GAME,Shanda Games Limited,NASDAQ
GARS,Garrison Capital Inc,NASDAQ
GASS,Stealthgas,NASDAQ
GBCI,Glacier Bancorp,NASDAQ
GBDC,Golub Capital Bdc,NASDAQ
GBIM,Globeimmune Inc,NASDAQ
GBLI,Global Indemnity Plc,NASDAQ
GBNK,Guaranty Bancorp,NASDAQ
GBSN,Great Basin Scientific Inc.,NASDAQ
GCBC,Greene County Bancorp,NASDAQ
GCVRZ,Sanofi-Aventis Cvr,NASDAQ
GDEF,Global Defense & National Secur,NASDAQ
GENC,Gencor Industries Inc,NASDAQ
GENE,Genetic Technologies Ltd,NASDAQ
GEOS,Oyo Geospace Corp,NASDAQ
GERN,Geron Corp,NASDAQ
GEVA,Synageva Biopharma Corp,NASDAQ
GEVO,Gevo Inc,NASDAQ
GFED,Guaranty Federal Bancshares,NASDAQ
GFN,General Finance Corp,NASDAQ
GFNCP,General Financial,NASDAQ
GFNSL,General Finance Corporation,NASDAQ
GGAC,Garnero Group Acquisition Compa,NASDAQ
GGACR,Garnero Group Acquisition Compa,NASDAQ
GGACU,Garnero Group Acquisition Compa,NASDAQ
GGACW,Garnero Group Acquisition Compa,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,NASDAQ
GHDX,Genomic Health,NASDAQ
GIFI,Gulf Island Fabrication,NASDAQ
GIGA,Giga-Tronics Inc,NASDAQ
GIGM,Gigamedia Limited,NASDAQ
GIII,G-III Apparel Group,NASDAQ
GILD,Gilead Sciences,NASDAQ
GILT,Gilat Satellite Networks Ltd,NASDAQ
GK,G&K Services,NASDAQ
GKNT,Geeknet Inc,NASDAQ
GLAD,Gladstone Capital Corp,NASDAQ
GLADO,Gladstone Capital Corporation,NASDAQ
GLBS,Globus Maritime Limited,NASDAQ
GLBZ,Glen Burnie Bancorp,NASDAQ
GLDC,Golden Enterprises,NASDAQ
GLDD,Great Lakes Dredge & Dock Corp,NASDAQ
GLDI,Credit Suisse Ag,NASDAQ
GLMD,Galmed Pharmaceuticals Ltd.,NASDAQ
GLNG,Golar Lng Limited,NASDAQ
GLPI,Gaming and Leisure Properties,NASDAQ
GLRE,Greenlight Capital Re,NASDAQ
GLRI,Glori Energy Inc.,NASDAQ
GLUU,Glu Mobile Inc,NASDAQ
GLYC,Glycomimetics Inc,NASDAQ
GMAN,Gordmans Stores,NASDAQ
GMCR,Keurig Green Mountain Inc.,NASDAQ
GMLP,Golar Lng Partners LP,NASDAQ
GNBC,Green Bancorp Inc.,NASDAQ
GNCA,Genocea Biosciences Inc.,NASDAQ
GNCMA,General Communication,NASDAQ
GNMA,GNMA Bond Ishares,NASDAQ
GNMK,Genmark Diagnostics,NASDAQ
GNTX,Gentex Corp,NASDAQ
GNVC,Genvec Inc,NASDAQ
GOGL,Golden Ocean Group Limited,NASDAQ
GOGO,Gogo Inc,NASDAQ
GOLD,Randgold Resources Limited,NASDAQ
GOMO,Sungy Mobile Limited,NASDAQ
GOOD,Gladstone Commercial Corp,NASDAQ
GOODN,Gladstone Commercial Corporatio,NASDAQ
GOODO,Gladstone Commercial Corp,NASDAQ
GOODP,Gladstone Commercial Corp,NASDAQ
GOOG,Google Inc Class C,NASDAQ
GOOGL,Google Inc,NASDAQ
GPIC,Gaming Partners International Corp,NASDAQ
GPOR,Gulfport Energy Corp,NASDAQ
GPRE,Green Plains Renewable Energy,NASDAQ
GPRO,Gopro Inc.,NASDAQ
GRBK,Green Brick Partners Inc.,NASDAQ
GRFS,Grifols S.A.,NASDAQ
GRID,Nasdaq Clean Edge Smart Grid First Trust,NASDAQ
GRIF,Griffin Land & Nurseries,NASDAQ
GRMN,Garmin Ltd,NASDAQ
GROW,U.S. Global Investors,NASDAQ
GRPN,Groupon Inc,NASDAQ
GRVY,Gravity Co.,NASDAQ
GSBC,Great Southern Bancorp,NASDAQ
GSIG,Gsi Group Inc,NASDAQ
GSIT,Gsi Technology,NASDAQ
GSM,Globe Specialty Metals Inc,NASDAQ
GSOL,Global Sources Ltd,NASDAQ
GSVC,Next Innovation Corp,NASDAQ
GT,Goodyear Tire & Rubber Company,NASDAQ
GTIM,Good Times Restaurants Inc,NASDAQ
GTLS,Chart Industries,NASDAQ
GTWN,Georgetown Bancp Ma,NASDAQ
GTXI,GTX Inc,NASDAQ
GUID,Guidance Software,NASDAQ
GULF,Middle East Dividend Wisdomtree,NASDAQ
GULTU,Gulf Coast Ultra,NASDAQ
GURE,Gulf Resources,NASDAQ
GWGH,Gwg Holdings Inc.,NASDAQ
GWPH,Gw Pharmaceuticals Plc Ads,NASDAQ
GYRO,Gyrodyne Company of America,NASDAQ
HA,Hawaiian Holdings,NASDAQ
HABT,The Habit Restaurants Inc.,NASDAQ
HAFC,Hanmi Financial Corp,NASDAQ
HAIN,Hain Celestial Group,NASDAQ
HALL,Hallmark Financial Services,NASDAQ
HALO,Halozyme Therapeutics,NASDAQ
HART,Harvard Apparatus Regenerative,NASDAQ
HAS,Hasbro Inc,NASDAQ
HAWK,Blackhawk Network Holdings Inc,NASDAQ
HAWKB,Blackhawk Network Holdings Inc,NASDAQ
HAYN,Haynes International,NASDAQ
HBAN,Huntington Bancshares Inc,NASDAQ
HBANP,Huntington Bancshares Inc,NASDAQ
HBCP,Home Bancorp,NASDAQ
HBHC,Hancock Holding Company,NASDAQ
HBIO,Harvard Bioscience,NASDAQ
HBK,Hamilton Bancorp Inc,NASDAQ
HBMD,Howard Bancorp MD,NASDAQ
HBNC,Horizon Bancorp [In],NASDAQ
HBNK,Hampden Bancorp,NASDAQ
HBOS,Heritage Financial Group,NASDAQ
HBP,Huttig Bldg Products,NASDAQ
HCAP,Harvest Capital Credit Corporat,NASDAQ
HCBK,Hudson City Bancorp,NASDAQ
HCCI,Heritage-Crystal Clean,NASDAQ
HCKT,The Hackett Group,NASDAQ
HCOM,Hawaiian Telcom Hold,NASDAQ
HCSG,Healthcare Services Group,NASDAQ
HDNG,Hardinge Inc,NASDAQ
HDP,Hortonworks Inc.,NASDAQ
HDRA,Hydra Industries Acquisition Co,NASDAQ
HDRAR,Hydra Industries Acquisition Co,NASDAQ
HDRAU,Hydra Industries Acquisition Co,NASDAQ
HDRAW,Hydra Industries Acquisition Co,NASDAQ
HDS,HD Supply Holdings Inc,NASDAQ
HDSN,Hudson Technologies,NASDAQ
HEAR,Parametric Sound Corp.,NASDAQ
HEES,H&E Equipment Services,NASDAQ
HELE,Helen of Troy Limited,NASDAQ
HEOP,Heritage Oaks Bancorp,NASDAQ
HERO,Hercules Offshore,NASDAQ
HFBC,Hopfed Bancorp,NASDAQ
HFBL,Home Federal Bancorp Inc. of Louisiana,NASDAQ
HFFC,HF Financial,NASDAQ
HFWA,Heritage Financial Corp,NASDAQ
HGSH,China Hgs Real Estate,NASDAQ
HIBB,Hibbett Sports,NASDAQ
HIFS,Hingham Institution For Savings,NASDAQ
HIHO,Highway Holdings,NASDAQ
HIIQ,Health Insurance Innovations I,NASDAQ
HILL,Dot Hill Systems Corp,NASDAQ
HIMX,Himax Technologies,NASDAQ
HKTV,Hong Kong Television Network Ltd. Ads,NASDAQ
HLIT,Harmonic Inc,NASDAQ
HLSS,Home Loan Servicing Solutions,NASDAQ
HMHC,Houghton Mifflin Harcourt C,NASDAQ
HMIN,Homeinns Hotel Group,NASDAQ
HMNF,Hmn Financial,NASDAQ
HMNY,Helios & Matheson North America Inc,NASDAQ
HMPR,Hampton Roads Bankshares Inc,NASDAQ
HMST,Homestreet Inc,NASDAQ
HMSY,Hms Holdings Corp,NASDAQ
HMTV,Hemisphere Media,NASDAQ
HNH,Handy & Harman Ltd,NASDAQ
HNNA,Hennessy Advisors,NASDAQ
HNRG,Hallador Energy Company,NASDAQ
HNSN,Hansen Medical,NASDAQ
HOFT,Hooker Furniture Corp,NASDAQ
HOLI,Hollysys Automation Technologies,NASDAQ
HOLX,Hologic Inc,NASDAQ
HOMB,Home Bancshares,NASDAQ
HOTR,Chanticleer Holdings Inc,NASDAQ
HOTRW,Chanticleer Holdings Inc,NASDAQ
HOVNP,Hovnanian Enterprises Inc,NASDAQ
HPJ,Hong Kong Highpower Technology,NASDAQ
HPTX,Hyperion Therapeutics Inc,NASDAQ
HQCL,Hanwha Q Cells Co. Ltd,NASDAQ
HQY,Healthequity Inc.,NASDAQ
HRMNU,Harmony Merger Corp.,NASDAQ
HRTX,Heron Therapeutics Inc.,NASDAQ
HRZN,Horizon Technology Finance Corp,NASDAQ
HSGX,Histogenics Corporation,NASDAQ
HSIC,Henry Schein,NASDAQ
HSII,Heidrick & Struggles International,NASDAQ
HSKA,Heska Corp,NASDAQ
HSNI,HSN Inc,NASDAQ
HSON,Hudson Global Inc,NASDAQ
HSTM,Healthstream Inc,NASDAQ
HTBI,Hometrust Bancshares Inc,NASDAQ
HTBK,Heritage Commerce Corp,NASDAQ
HTBX,Heat Biologics Inc,NASDAQ
HTCH,Hutchinson Technology Inc,NASDAQ
HTHT,China Lodging Group Limited,NASDAQ
HTLD,Heartland Express,NASDAQ
HTLF,Heartland Financial USA,NASDAQ
HTWO,Hf2 Financial Management Inc,NASDAQ
HTWR,Heartware International,NASDAQ
HUBG,Hub Group,NASDAQ
HURC,Hurco Companies,NASDAQ
HURN,Huron Consulting Group Inc,NASDAQ
HWAY,Healthways Inc,NASDAQ
HWBK,Hawthorn Bancshares,NASDAQ
HWCC,Houston Wire & Cable Company,NASDAQ
HWKN,Hawkins Inc,NASDAQ
HYGS,Hydrogenics Corp,NASDAQ
HYLS,First Trust High Yield Long/Sho,NASDAQ
HYND,Wisdomtree Bofa Merrill Lynch H,NASDAQ
HYZD,Wisdomtree Bofa Merrill Lynch H,NASDAQ
HZNP,Horizon Pharma Inc,NASDAQ
IACI,Iac/Interactivecorp,NASDAQ
IART,Integra Lifesciences Holdings Corp,NASDAQ
IBB,Nasdaq Biotechnology Ishares,NASDAQ
IBCP,Independent Bank Corp,NASDAQ
IBKC,Iberiabank Corp,NASDAQ
IBKR,Interactive Brokers Group,NASDAQ
IBOC,International Bancshares Corp,NASDAQ
IBTX,Independent Bank Group Inc,NASDAQ
ICAD,Icad Inc,NASDAQ
ICBK,County Bancorp Inc.,NASDAQ
ICCC,Immucell Corp,NASDAQ
ICEL,Cellular Dynamics International,NASDAQ
ICFI,Icf International,NASDAQ
ICLD,Intercloud Systems Inc,NASDAQ
ICLDW,Intercloud Systems Inc,NASDAQ
ICLN,S&P Global Clean Energy Index Ishares,NASDAQ
ICLR,Icon Plc,NASDAQ
ICON,Iconix Brand Group,NASDAQ
ICPT,Intercept Pharmaceuticals Inc,NASDAQ
ICUI,Icu Medical,NASDAQ
IDCC,Interdigital,NASDAQ
IDRA,Idera Pharmaceuticals,NASDAQ
IDSA,Industrial Services of America,NASDAQ
IDSY,I.D. Systems,NASDAQ
IDTI,Integrated Device Technology,NASDAQ
IDXX,Idexx Laboratories,NASDAQ
IEP,Icahn Enterprises L.P.,NASDAQ
IESC,Integrated Electrical Services,NASDAQ
IEUS,Ishares Trust,NASDAQ
IFAS,FTSE Epra/Nareit Dev Asia Idx Ishares,NASDAQ
IFEU,FTSE Epra/Nareit Dev EU Idx Ishares,NASDAQ
IFGL,FTSE Epra/Nareit Dev Re Ex-US Ishares,NASDAQ
IFNA,FTSE Epra/Nareit North America Ishares,NASDAQ
IFON,Infosonics Corp,NASDAQ
IFV,First Trust Dorsey Wright Inter,NASDAQ
IGLD,Internet Gold Golden Lines Ltd,NASDAQ
IGOV,S&P/Citi Intl Treasury Bond Ishares,NASDAQ
IGTE,Igate Corp,NASDAQ
III,Information Services Group,NASDAQ
IIIN,Insteel Industries,NASDAQ
IIJI,Internet Initiative Japan,NASDAQ
IILG,Interval Leisure Group,NASDAQ
IIN,Intricon Corp,NASDAQ
IIVI,Ii-Vi Inc,NASDAQ
IKAN,Ikanos Communications,NASDAQ
IKGH,Iao Kun Group Holding Co.,NASDAQ
IKNX,Ikonics Corp,NASDAQ
ILMN,Illumina Inc,NASDAQ
IMDZ,Immune Design Corp.,NASDAQ
IMGN,Immunogen,NASDAQ
IMI,Intermolecular Inc,NASDAQ
IMKTA,Ingles Markets Inc,NASDAQ
IMMR,Immersion Corp,NASDAQ
IMMU,Immunomedics,NASDAQ
IMMY,Imprimis Pharmaceuticals Inc,NASDAQ
IMNP,Immune Pharmaceuticals Inc.,NASDAQ
IMOS,Chipmos Technologies [Bermuda] Ltd,NASDAQ
IMRS,Imris Inc,NASDAQ
INAP,Internap Network Services Corp,NASDAQ
INBK,First Internet Bancorp,NASDAQ
INCR,Inc Research Holdings Inc.,NASDAQ
INCY,Incyte Corp,NASDAQ
INDB,Independent Bank,NASDAQ
INDY,S&P India Nifty 50 Index Ishares,NASDAQ
INFA,Informatica Corp,NASDAQ
INFI,Infinity Pharmaceuticals,NASDAQ
INFN,Infinera Corp,NASDAQ
INGN,Inogen Inc,NASDAQ
